ContractAddress,TokenName,TokenSymbol,holder count,transfer count,# of times appears in list,notes
0x5fc14efec2f86a2648fdc9fda592b07be394a117,BuyToken,BT,3,19,4,
0x5fc36fbcac98da018bb0524976de381791b54b30,fomo.finance,fomo,3,6,2,
0x619108560f0a3a0f2b38840b40e9456070294fa0,Buffer Protocol,BPL,3,31,3,
0x61fdfcfe6dee1a643679d921193a262b71d956b8,MakerSpeedProtocol,MSP,3,15,2,
0x62e08ef229a7a36227da7cddbda0d73dad780f31,Most,MOST,3,6,2,
0x6528bce66302c8fa2b351b9260e29fb841864125,PDEE.finance,PDEE,3,6,1,
0x6737584f3cd000e886e4230a1515cc9e0665b230,LDCQ.finance,LDCQ,3,6,1,
0x68601ac35350a84a3c8ac5b30c2aecb8118ea017,SPA,SPA,3,16,2,
0x6874bf4b913e10f08938db435eb2fd140bc10647,tozex.io,TOZ,3,7,2,
0x69681585791144ef9af6f998b55ef16eb517c48e,Super Saiya-jin token,SSJ,3,15,2,
0x6a290b4fb2cc68a96b264ead57bba0ae7744204f,Snow Token,SNT,3,7,2,
0x6ba7558ea860ec41e9c5dd6282c84c5abe4dd8f2,sto.finance,STO,3,11,2,
0x6c417030353606a50e1053b545aa6349f4320d56,OKex,OKB,3,7,2,
0x6edf8340ef2535e4826dc4732fc72ac33afd25bc,Elon,Musk,3,9,2,
0x6fdb15240d1337f09e2ab497ef5fa7d4956776de,YFII Gold,YFIIG,3,12,2,
0x74ee2f93a64c659a7147c6163cd25c72668d0e94,COW.Finance,COW,3,9,2,
0x771ea913d093e095749a7ebba543984d7cf86ef5,Pluton Token @ PlutonNetwork.io,PBN,3,6,2,
0x7789d0f0993289c441dda79d08f0122431270a2a,TRIBUTE,TRBT,3,12,2,
0x7a4960c8c2ebb1bc9b3abc8660692ecc06f2374b,Kulupu,KLP,3,7,2,
0x7a9b2087756bd7f098d7258fb817dab11b75cc6e,PA Finance,PAF,3,10,2,
0x7b0f7e7533e1d9211eaabeb48f2218ba7fd8e5fd,DeepOracleProtocol,DOP,3,22,2,
0x7b64b898792a3e66db803b048a5e83ec5b1f281d,SpaceX,SXT,3,9,2,
0x7b70b9c8b7b74794a04338c34d2c35ceab7e58c0,xyl.finance,xylk,3,11,2,
0x7c33d55b2b23bd9b0101605c9820dcf31d03c09b,DCAA.finance,DCAA,3,6,1,
0x7cc23e195d4db133a78b43eb93b524796777c3e7,yam.gold,YAM GOLD,3,15,6,
0x808d529b846307e9dc3898cca8a45a89c051d84c,HOT100,HOT,3,10,2,
0x80c502d534ecd1ce0982c2254c994b9d5dd09957,Oin Finance,OIN,3,9,2,
0x8130d4fbb9b3ffd6617df2c63e2f32324c0659be,HODLOGIC.com,HODL,3,11,2,
0x81464dfaff59045822b85bf230ea3174314afcbd,xysntion Defi,XDE,3,7,2,
0x82327a46e42f15da1f593c9399fc17286d431508,hatchdao.finance token,HATCH,3,9,2,
0x84b244445c11592e3d2ffefe1a0350827c10c5d4,titon protocol,TIT,3,13,2,
0x875cd457ad069c97f2cc4a6c4564db6e4fb3dd29,Yolk Yoan coin,YOYC,3,6,2,
0x882f3f0053489426fc6f1bc045a8eabf611e6645,ToraSwap,TORA,3,9,2,
0x8933a510f844366e5656265625bdbe759a04f5e0,Pumpamentals,PUMP,3,15,2,
0x89f371395b94bbfd9810e81b235cec8b5fc09f5e,Forsage Token,SAGE,3,8,2,
0x8a1545f1d48c9d321ad13cbff2a12cc9ef6a7b51,Your magic game,YMG,3,10,2,
0x907cfdd32f4440d4514a3e9b16c88368243c6ffe,SANDBOX,SAND,3,15,2,
0x9160f0c3ef1fdda88787e86d111b1aaf01ebcdd2,Uniswap,Uni,3,6,2,
0x9418d1fa8e0a39c100fc7f3acc1b7ba92fb6b7a7,ACAA.finance,ACAA,3,4,1,
0x943a589e094538d9a7f457aaf10d7b8ab7c9a92e,PotFinance,yPOT,3,19,2,
0x944be8d65e5caab1b2c4fb064ba693bc74a83ee5,Linear Token (Linear.Finance),LINA,3,14,2,
0x963b317fadb4a0921e1ad634589da696ae21a300,EEC.finance,EEC,3,6,1,
0x966f80870101063a5c39363cf2630afa1445a10e,Bridge.link,BRG,3,9,2,
0x96e8a0077471a23b14bf711d2119c2eae139190d,Unix Chain,UNX,3,10,2,
0x978e2b0657576b9e990004745584bb46e8d249ad,KKK,KKK,3,28,2,
0x979d77120b559d501fa0a00576bd8da208988366,rix.finance,RIX,3,27,2,
0x997cc8ac4275a486e7917901aa1f5eb638ba3ab8,DontBuyEight,DontBuyEight,3,4,1,
0x99819ee584f17bf046ab4ff60452ce8b585b2b7d,H3X ULTRA,H3XU,3,7,2,
0x99ec0887ab5564cf6a92e2f0fc4c32284c812847,TronPamp,TPMP,3,7,2,
0x9a8e9dedd65d75eb9f380da0f87cb1a1914bc670,FalconSwap.COM,FSP,3,6,2,
0x9d0ec735e86d0474ef7e9274ada235f8a599d526,lattice.exchange,LTX,3,11,2,
0x9d60dcb0c3506c668ff2ed37a97a6d825a663615,Tokamak,TON,3,10,2,
0x9dd350e30fc1ebb40bdaf9aef061269869602fb1,Weave Token,WTN,3,21,2,
0x9e6c0bdfcf5b27dcec48165a5eb03ca732d1ab20,DontBuy15,DontBuy15,3,4,1,
0x9e77e93d223a9e53e92a011ddd48b0d8c56c644b,YMAX,YMAX,3,9,2,
0x9f9a4b5e472bac6e9b0d72ef8bc87c9bb374c3f9,AGA Token,AGA,3,15,2,
0xa26a0b1af26a0719d34e76ba5992e1af76684af8,XMTA,XMTA,3,9,2,
0xa30ab5e7b30445315c27e170dcac4d771d03fd96,AcoFinance,ACO,3,7,2,
0xa442d3d3c88600ed5390a6100806605c0680c496,JMX,JMX,3,9,2,
0xa539b88cdff3095fd63f29abef9a0504bb0fdff9,creamy defi,CREAMy,3,6,2,
0xaad4bb01b426968f539cc24cef63a0a6b43c208a,Rubi.Finance,RIF,3,10,2,
0xab024b9f3957de623750f425a09df2d54981d97b,Fuck Bot,FB,3,9,2,
0xad053d203902e09dd31615b78737657044925ee6,YFRT.Finance,YFRT,3,9,2,
0xae3e478aa7a166021a644abe6af7e1a33d5c2758,DontBuySeven,DontBuySeven,3,4,1,
0xae89b97936125e26796d4d981bcef947647072c7,Trend Token,TREND,3,9,2,
0xae9c2ac39a77f5656d61fde580ed69af5add4faa,DontBuyFour,DontBuyFour,3,4,1,
0xaeb6ec53d4038c0d906554806a11c21258f59fc6,Raytheon Finance,RTF,3,10,2,
0xaf06c646f21f7c74570466c141af73629949d93c,Phoo,PHOO,3,7,2,
0xb05f175228865247b346e883fe5773087f1addde,DontBuy17,DontBuy17,3,4,1,
0xb11fa2d461d71d5cb444c3484bd5e12ea9967223,EEA.finance,EEA,3,6,1,
0xb2e0fee43c095e0db272854ac433da5598666385,SunnySky Protocol,SSP,3,16,2,
0xb4f31c1215bcb205e54bbee39ac46d44e4491a42,burningmoon.net,YBRN,3,9,2,
0xb55a690461ba323d3d0c1c462d6772eb0983cc18,MetaCapital Token,MCT,3,7,2,
0xb5a95fcf1a3c24b0aa34ecc24cad8a1d60c1d466,VOFA,VOFA,3,11,2,
0xb64047df2402eaa84f8cb35ad8a81d082d9ef3f8,NextFlashNetwork,NFN,3,9,2,
0xb68b2be71a87a0693536787704e33c2cb3a4cd8f,nom.finance,NOM,3,12,2,
0xb6e782438c24043a7215dc09e04dbd176f9fb0eb,CCC.finance,CCC,3,3,1,
0xb83241c9b382429ec4365f8ecf51dad0254a7e50,Tenet,Tnt,3,6,2,
0xb89bfb667ed8c99918c7ec2fe11885f6ee76adcf,BNS Token,BNS,3,5,2,
0xb9644ce2ea8f76db57666684486674f41ad66d67,TruAmpl,TMPL,3,6,2,
0xb9d2ca98d7d55104b1be387438f711ca7275ed47,cwv,CWV,3,20,2,
0xbbb6cb6a9f3ad1837b14693298c9e67331cabd9c,baidu.finance,BIDU,3,7,2,
0xbbbcda817e5ba6a5b674752a8e97e4a8154b9db7,TradePower.io,TDEX,3,12,2,
0xbbe158b4af780023462193342bf111a2f1e983f1,eisele,EIS,3,9,2,
0xbdaf05c3d94a5eb5529fa85b64a4a2481960d780,Rio Defi,RFUEL,3,12,2,
0xbdcc7add2ad36b139a20c816df7eaacd0d164c56,YFValue @ YFV.Finance,YFV,3,8,2,
0xbdf1cf8b021dcf2d6c0704109925a46d2a592dbe,Apmleforth,APML,3,6,2,
0xbf1b5380ecef67788308eed16f05cbddb51b7733,BREAD,BREAD,3,18,2,
0xc0933a90446b87f047881fc6e65294b91fbfd7e4,LEO TOKEN,LEO,3,14,2,
0xc18d2489695c3628fc41d93ce5c68b09c8a253ba,EPG.finance,EPG,3,6,1,
0xc18e4256a1f48fda7e5ce2446a49f547681e4aab,Debit and Credit,DCB,3,14,2,
0xc2ba5524df13935ce27aa0a94ccbdec29a09733e,localbitcoins,LBC,3,5,2,
0xc2ce8d7ca631555fc7dacf744326f70586a12898,Time,Time,3,7,2,
0xc4469530eca3aa0cb7ffc045fb88c2f38f6815ad,poap.xyz,POAP,3,8,2,
0xc494774fd9c44f2a25540a007158dccae5376cf0,åŽ»ä¸­å¿ƒåŒ–é‡‘èž,DEFI,3,8,2,
0xc5a138603c037cf52afb121339064436360f08da,chuiniubi,CNB,3,10,2,
0xc5aa098b2914f6b9fd6a2c46277c9866daa0c1de,LAVAtoken,LAVA,3,9,2,
0xc66b12796f2223a408c162b18122bd0d40ca8e07,PHA,PHA,3,9,2,
0xc6b5a3982ad5ecd6827de1e36fcc0f087a630a14,CCDD DEFI,CCDD,3,16,2,
0xc6e2da4a9dbe3dfe5a0836b182e0a762a0f8ebd9,FucKoin,FCKS,3,10,2,
0xc7cb792588647522ac14d89f69192b3ed4892a56,BCAA.finance,BCAA,3,4,1,
0xc8f936db3e023c75a7c12cd5a3b46dc5e303c643,ZAVA Balancing Network,ZBN,3,12,2,
0xcaf1613f8167e75ecb438020154c7f85b5f591a6,Quant Invest Network,QIN,3,10,2,
0xcb461163e08cb894fce32b4b782256f656f05a85,Defi Fly,FLY,3,11,2,
0xcd2c787543cec29e5cde49489c0818842be8c569,LDCD.finance,LDCD,3,6,1,
0xcddf1999267484f3c3c5521a09610e2e61b5a90b,FRIES,FRY,3,15,2,
0xd0748a69d47c9bedc0d12d76669489092da600ec,xDAI STAKE,STAKE,3,8,2,
0xd0b53fcd263944c61e5cc62a437d1e8fbafbad49,AssetSwap,ASP,3,9,2,
0xd0e0eb64d1cc1c8b9f4fa2e04bf8053396432e5d,Throne,THR,3,15,2,
0xd1008383c94a55e4ac7270a21b8f07b382b4d5ee,Hayek,HYK,3,5,2,
0xd1a4eb1f860a647407b1fea58a7cc0b9e9a69bc6,DontBuy13,DontBuy13,3,4,1,
0xd2a3642bafd2e9511d1382374fb2a8972c0df579,yfwin.network,YFN,3,46,2,
0xd301f035615831fd0e09b1d307bd06a9afcd0ecf,LyraDAO,LDAO,3,7,2,
0xd42614bc2585303464ab0c5bee547b1b8facc56f,VGC.finance,VGC,3,6,1,
0xd670779338e6c089da12694d30935393e4489a22,BF,BF,3,23,2,
0xd6d4d0db46b916296241a23443d384429b04db20,Capital Finance,CFE,3,22,2,
0xd6fbbb390514cb0623f256b5377c56b3085413fe,Libra Coin,LBC,3,7,2,
0xd7c1629fc6500f40e4e4adbececfd6082f2218e7,Cheese Token,CHEEZ,3,8,2,
0xd893be778095b7295a8cd281c387fcae357e1e97,Pond Finance,POND,3,9,2,
0xd94250a0df4d481a41d0327dc5b4c39caee3a9d8,XGFD.finance,XGFD,3,6,1,
0xd94efe2b012525720879f6619e96a7580bf40acf,DontBuyNine,DontBuyNine,3,4,1,
0xdb58a50160b8a19663395349b97c7c048ba80e4a,Trust Wallet Token,TWT,3,9,2,
0xdbc47f80730891752d6df617c9573f5d1d242188,BCAA.finance,BCAA,3,6,1,
0xdbec0985bac050f99746f257f676ee3063e7b85d,Wrapped Polkadot [NEW],WDOT,3,6,2,
0xdc1361b81ebbf0f882a11d933e6fe4746d5fcb3e,devilfinance,DVL,3,7,2,
0xdcb46bdd49cf78cb88ca40f6fa4ce63884c9a34d,China Coin,CNC,3,8,2,
0xdda8fb91e2b6a0f0912c170295df62aa9274011e,XGFX.finance,XGFX,3,6,1,
0xdf130aaa0e55b826ea8531b36f3dcced42c72ce9,TradePower Token @ TradePower.io,TDEX,3,10,2,
0xdf2fcf6b1f3e979fafde2c68491a7dff094e133e,ROSHMA,RMA,3,7,2,
0xdf73fd1e0cf083ae9161794dc17d87cbd499381a,Korz Finance,KORZ,3,8,2,
0xe05345c0e2927bbe71f3fbf6ccba241ccf0de26a,DontBuy18,DontBuy18,3,4,1,
0xe0a6f7e2272bce65842a635120dce78c70e2d5c1,Yale.Finance,YALE,3,9,2,
0xe1e876016cfa10f3adb4c8eec541db134e14eac8,YF Beam,YFBM,3,6,2,
0xe1f5c11c30e0904e61fb7445842ad036d9f9db3b,XGG.finance,XGG,3,6,1,
0xe24276942f4822cab002a65c0cbd13e526f4de33,Rug.money,RUG,3,6,2,
0xe3c127466908c2ccdc43521c8315b87fd369d605,Dumb2Coin,Dumb2Coin,3,4,1,
0xe4823e0b3ce7cfcb70508c40d6bffb8d996bd189,MINI ETHEREUM,METH,3,9,2,
0xe531bde1149580c43fda0381ab97669aee490733,DontBuyTwelve,DontBuyTwelve,3,4,1,
0xe76a999be9948f8909966497e3c270d77e5489c6,BMY Chain,BMY,3,22,2,
0xe80599e2899b85cbb90bdbf1449bfb71f8c5deaf,DEFInitve.eth,DEVE,3,14,2,
0xe8457cbb27eb2dadf0b68e9e38aec039dba5e1e4,FARMIT,FRMT,3,9,2,
0xeb6a9769a43a80147b2a59052f3004c34ab147ba,BETTING 4 FUEL,BET4,3,13,2,
0xec06000631d8dd6c2c4a36f102c1711772c07eb0,CCTrade,CCT,3,6,2,
0xec333719f8729d7d9177eff38016c5b0bb7f4f11,YFM.finance,YFM,3,9,2,
0xed03421a257a4d9a9623b4d59e85ba9ca5356cd4,Ponzi Scheme @ Ponzi.Finance,PONZI$,3,12,2,
0xee018ef0bbab5d59e3ee4349a62ad3631d9b9191,DontBuySix,DontBuySix,3,4,1,
0xef5012660bcd8ce3b335e7fb029f447e0a10bd88,DontBuyTen,DontBuyTen,3,4,1,
0xefb9326678757522ae4711d7fb5cf321d6b664e6,TetherCash,USDC,3,16,2,
0xefce29f119a4b50b44c874d300f0fb223af05241,Strong Protocol,STR,3,13,2,
0xf073c0b2da690e3a5cf5c6c0130e912054cd3d70,Tokyo,TKO,3,5,2,
0xf0757c30c665b557c2fd73ce18bc5f99411a542e,HYVE.works,HYVE,3,12,2,
0xf0aee1b5489ec1cf17c1925412bfab115b661fbb,PP0.finance,PP0,3,6,1,
0xf0bd8cca6fb7c17bb11f37aeb1486c245c7ae304,Zyro,ZYRO,3,12,2,
0xf0d99676387611ecc3e0f3110591e068da2236d2,Near Protocol,NEAR,3,13,2,
0xf117d436b471e19f462b561833e90ec5deea7c8c,JOP.finance,JOP,3,7,2,
0xf33fa226718e576155b7e66e161f8bf3bd1f05fe,Bogged,BOG,3,8,2,
0xf4203b8ed8fc03e2cae2e2de3bc6c5f410849626,YAM2,YAM2,3,10,2,
0xf4e6ae926d517483d7e82a12bb988487fd49ca31,OpenSea Token,OST,3,14,2,
0xf67946bbcb1e5c7517508adf8da2dbf29cc4a6e3,XGGC.finance,XGGC,3,6,1,
0xf680382023d56b59c52a057ec45885e7ef366e0d,Cowboy.Finance Official,COW,3,7,2,
0xf75b9289260c31c9c44feef3f9512c048bb70cd3,Zaza Network,ZAZA,3,8,2,
0xf78338e3714ce57c73e770a812c12e3fcf7fb1fe,Meter,MTR,3,6,2,
0xf7c46fefb3ae3ad9537b8d2fe65ef5b02af14622,Sphero Network Token,SPH,3,13,2,
0xf8e53d9fd042adcd64e29e07f21b75d2f12961b7,Hakka Finance,HAKKA,3,6,2,
0xfbb15230defd850185116c530f8848ff17b6394e,FlashSwap,FSP,3,10,2,
0xfd277dd530bc723ccbe2f8307f2a68ffbfe336b4,HAM Finance,HAMF,3,7,2,
0xfd953d2c0cf8cda78da19fc3c90ff4e2ebd42e33,DontBuyEleven,DontBuyEleven,3,4,1,
0xfe65011958b15f88be93c82f8f9d127ff137fc8a,YYFI.finance,YYFI,3,9,2,
0x2b3b14b84176d4d969621857b136e29ca226429a,FB token,fbtok,3,8,2,
0x2b3f92b9e5709084db124c6c12dd258bfcc209e2,NextOracleNetwork,NOR,3,18,2,
0x6ad758757c2764ed8958b04ec03338159b03d59f,Lattice.Exchange,LTX,3,12,2,
0x010ee2900c5712fb9e5baffb33f3319ee547e967,Imperial Network,IMPER,4,25,2,
0x0125e7f7ff7392f7f86cee5ec0459917e30e9c4c,Play Ponzi//Ponzi.Finance,PLAY,4,9,2,
0x04edf152999967d2fff425f8c9b0f6ba40cd3799,DeltaFi,DTF,4,22,2,
0x05328be73e1f797a7a40e4e99080265cf77636ba,Shill.Win,PoSH,4,7,1,
0x062e175835e0b6d49d7bbed7e17b1b6b5a123f9c,FalconSwap.COM,FSW,4,9,2,
0x0665b2a4af27778d45d687def997b2f1e00961a8,yearn.finance.XYF,XXYFI,4,8,2,
0x0681a94628636c7963fa7d3ed90098a49a53e6d0,Vaccine,VAX,4,23,2,
0x07ab5a100f946a10be86f53ca6a0fd1486810c8d,S FINANCE,SFI,4,13,2,
0x086c6a3eebbf5d9ccb47d37f75169cbb0f572ae0,LEO,LEO,4,27,2,
0x095b5d7676d6c85e661ead8e902ee1dd716a9363,I am Satoshi Nakamoto,ISN,4,17,2,
0x0af4e4f87ccc08e30ef150d72f765e380dd30ba0,GoldStandardFinance,GSFI,4,8,2,
0x0b6d8bb261a6a09e9702e9c8f67923c5252fc965,https://mangochain.io/,MGP,4,20,2,
0x0bb39329a8dd225e12b196ef55776d191b060940,BAT USDc Curve,BATC,4,11,2,
0x0fe5b4a83975700cb40074e51f3d73875b20b4e8,Electra Project,ECA,4,9,2,
0x11dee2fe9694493ebb355f5fb841c07ffe48b2f9,Rebased,REB,4,7,2,
0x1286bad38cc9d75154b3b72fa9ce763086ea4ea3,Fire,FIRE,4,12,2,
0x128dca40805845c5257048959f933102256eca69,Aurora Network,ANK,4,37,2,
0x12913c6754b48e634fc9052a1aa92abb169ebb5b,Yam Finance,YAM,4,9,2,
0x139e56b9ef46bbb061bbeff0f7f0bb6f41c40d55,StarkWare.co,STARK,4,16,2,
0x15548b677bac42e3e712bf2269cded1ee5d44d40,ChadLink,CLINK,4,10,2,
0x1691f25c52860eb408a1cfb25b91d109c746941e,StableOracleNetwork,STN,4,12,2,
0x175716f31b818384965293049b19527cd26dd34c,Pluton Blogging Network,PBN,4,9,2,
0x17f23f18d101e41d20034ad5a236a17a66501f27,YAM.FARM,YAMSCAM,4,15,2,
0x190cf69b1f5dd1dc652260c5e88f80a28850ab5d,Apex Network,APEX,4,13,2,
0x196a17b539bd7f273e117e55fb1997effa024224,chads.vc,CHADS,4,17,2,
0x19d9f6deffb556d1e9f7eaf2075edc1ca89e6179,RasputinPartyMansion,ROC,4,12,2,
0x19e91f071e97ad7b9addeef487d361932dd96a5f,MyBit Token @ MyBit.io,MYB,4,10,2,
0x19fa6c6b5e2eb4b251af8828c4ee607b873d9e8c,xDAI STAKE,STAKE,4,9,2,
0x1a65067cb302a077d7cd3b9b6f9312e31ee894d9,Spy.Finance,SPY,4,7,2,
0x1ad0169f721c34ee5ab636c06bb48ad18f3b50ae,Trump Swap,TS,4,12,2,
0x1b118c419ab9beed0d211c9d63f740f6d2628b04,Osiris Network,ORS,4,14,2,
0x1b66d18901bc0a73fccc65b146c6fae643270f64,SL,SL,4,10,2,
0x1c429466c2b6608838fd086cc24e4bb4cd069664,AZBI Farm Mining,AZFM,4,21,2,
0x1d6bf09366ee5acbbfb6d0fcc5054faee11827a1,BigDataCash,BDC,4,11,2,
0x1e02876a2e5c16bdcac653ab5130cbfbb7ecac02,YAM2 Finance,YAM2,4,20,2,
0x1ed53fd30b3d97643ae6f427767dc85cc4148a22,Libera.Finance,LIB,4,11,2,
0x21b4d12349ff875e43dfd6fa7f91d6ac4cbd013e,YIFFValue,YIFF,4,20,4,
0x2392c0dd35a701b3658016816bfc74e7ba0fc141,Sashimi Beta,SASH,4,8,2,
0x24382731129c7b77cf1fb744e509e32572fa4a45,uniswap,UNI,4,13,2,
0x2469201848aba2a4d40e32c9c6d0f48f3cf24c91,Yearn Finance HyperYield,yfhy,4,20,2,
0x27106ab8d48515ed7146519349e688ef02e1325e,SmartWeb,SWB,4,13,2,
0x27bb4dfc3afbbb92a336e9bb2f00facd4cb00973,QuantHedgeChain,QHC,4,21,2,
0x2966f3a35c5f6e2c024a3de80647681911daf0d7,Space Crops @ Nugs.Space,NUGS,4,13,2,
0x29cc7d951182790f40514d64a76eb7b5431e4953,YO YO Token,YOT,4,8,2,
0x2bbf51bd3f9342f6e44ef6e0cb2e22780d1f23cb,ZFI,ZFI,4,6,2,
0x2c10a88e21b74f4418823efb560533264895d069,MicroDistrib Network,MDN,4,31,2,
0x2c5f9325ec8f6c88e0d701a3e816eaa99f10db0b,PoFI Network Token @ PoFi.Network,POFI,4,12,2,
0x2db3fe476b92352a6542d98163508f95852f815f,Anti zzz,XZZZ,4,10,2,
0x2dc4c088e4bc1420fdae733ff449fa0320dc63a6,Bogdanoff Token,BOG,4,14,2,
0x2e486abff4d56d103c9fd7b38ba4a10f978e1ce5,CREDIT,CREDIT,4,40,2,
0x2e9239e8108e48d09d8625371c771716f6159373,The Sandbox,SAND,4,10,2,
0x2fb9d0c728bcea2a66a3bf2e3126594bc5b8bb24,potato.finance,PTT,4,10,2,
0x3114d0051bb688d9472e541342a5ce156d9aeb87,Smart Trade,STE,4,14,2,
0x336998de6fc666d2cc63b6a2650a02b648fb452d,HighPerformChain,HPC,4,24,2,
0x33810711d24de30a75bf01689b6d67eddc66ab88,Team3d.io,VIDYA,4,7,2,
0x35fb232504e4b1c5f227f743aab1144cd9708036,Jelly.Market,JELLY,4,8,2,
0x368118ea45de7b134676cd41b39de82143da694b,yfbtc.finance,YFBTC,4,10,2,
0x3ab1675ebd895ea7d51d235b07a11ffe8b95ca54,Ponzi Scheme @ Ponzi.Finance,PONZl,4,8,2,
0x3f124d7dc0ee19f2e270b8521693974b02b0114c,MNSCOIN.SPACE,MNS,4,15,2,
0x407b0059f87ac505ea7e7696f2599454587a4c1c,zenimix.com,ZEN,4,12,2,
0x4202d268f6670ce110ca7ad1b9b4c0d3f210f301,Alpha Link,ANK,4,10,2,
0x449be56720ed4c3ac9310d3af4429a960b74a9a0,Cream,CREAM,4,16,2,
0x44ae1e010b08bee63ec24548fc3738deaad920cf,Ivan on Tech Token,IOTT,4,17,2,
0x4577940b7cb25d26a9d978d5cd7cea67e1a7c25a,Tether v2,USDT.v2,4,13,2,
0x465f7ba50e548945b430ca8ef6fd876582350ccf,XCU,XCU,4,8,2,
0x47555c0436853b73cadf95a6d4e57b5f23cb959d,TRONFI.Finance,TRXF,4,9,2,
0x489fac2133dd821d369fe4b8c4b9adca11e78079,HedgeDex.Finance,HDF,4,14,2,
0x48b7e408d19ca5a940638bd4337833b583b1b460,Vista Trade,VTE,4,17,2,
0x4b3e3b17c1c453dc30bec1532116855479e16b48,Cocaina,COKE,4,16,2,
0x4b5d7c14c9230839aa050c69203ef2549ac23daf,Jiro Finance,JFE,4,29,2,
0x5369a7d5a8e61fc88e6fecd3a14d58b866574b1c,King.Finance,King,4,14,2,
0x53f3bd4a80c313de8efa596f658c5a73df27eb36,æµ·æ»¨å¸,æµ·æ»¨å¸,4,20,2,
0x550f4db8cdc9478bb1c6ed2fa33c46deea252858,QUICK GAME TOKEN,QGT,4,8,2,
0x5645b1065dde836f583c48f925641229a01c748f,LUKSO,LYXE,4,10,2,
0x58bb052b03caa1174a15b67f021a00d73428fc8a,Latte,LAT,4,20,2,
0x5951614bb6d8ccbe9c25a59bd85ae5f3eab06235,Ulink finance,Ulink,4,16,2,
0x5a93d8cf36223667a10bc167fe41d5697dd4e426,frontier.xyz token,FRONT,4,9,2,
0x5aeb5282b6f613885118577178be6051f9386654,CRED Network,CRED,4,10,2,
0x5d9c53d8f40984e7fa9b1027211782a10f34a6df,arcx.money,ARC,4,27,2,
0x5f39f01bb0b155b9e6a5f55d1a7637af92fb4b4e,piedao.org,DOUGH,4,10,2,
0x5ffcc0d2101f45e7b2425f1bf07eee9abc2d5002,dato.asia,ATOD,4,15,2,
0x609eafa7269683840f5ba1ca6dde4efa1059c627,Selina Network,SLINA,4,25,2,
0x6117d1a63e25f4b8b6c42a877c51d0d6046c6a2b,HideThePain,HRLD,4,13,2,
0x61276d424ff6644d64671d30e17dd30a86687bd7,deus.finance,DEUS,4,7,2,
0x613eccec107c94dca67a4bd56ccef0767cc63236,Decentralised BTC,DBTC,4,17,2,
0x61702d3c76ed036dd41299fb83bf063540d48df3,HODL Finance Token,HOF,4,22,4,
0x6228a288e7c46fbd8f21350ae68c25b91d1a102c,Synthetix Network Compound DAO,cSNX,4,17,2,
0x6335766c3a2a25e328991ab052fcf89cc9f658e1,DDD Finance,DDD,4,16,2,
0x6458636ccb3dd6d948877c866aee440d4b7dd280,Bitcoin Token,aBTC,4,11,2,
0x64bedc2b8d5fbbbfed9d01c5424e7b9d1823aec5,LGCY.NETWORK,LGCY,4,12,2,
0x6527049208618f34573a47515ed3f9665725cb1b,Newdex Protocol,NDP,4,9,2,
0x6569c0b45cffbf6398454988613968b820a31ad0,Xigma Protocol,XAPL,4,21,2,
0x663803d804c0459ea4f9dad994783b13ff43beb6,Spera Protocol,SPR,4,15,2,
0x67520370d9ea0bf4849b789d4d42be0b237d84f1,Block Lives Matter,BLM,4,42,2,
0x67bb091887c425fa4e30e85b51c9bca9abca8292,BellaHashNetwork,BHN,4,75,2,
0x6817e28ab89cf118af1f6fdef50ecaae230f814b,Bogged,BOG,4,11,2,
0x704686a4d4d40f35503c243192fbcd06a2a0631e,EasyFinNetwork,EFN,4,17,2,
0x7326fcbe0a4226de5961ec8c4c96c1d143b060dd,QuickSwap Protocol,QCS,4,12,2,
0x76761e2d2cdceddf2598842a09026e78d0eb51cc,Crowdsale DAO,CDD,4,10,2,
0x77db158c552a096c2023dbfff8799cfbdb202aac,vybe,VYBE,4,11,2,
0x79e9110da35febc60220d7be868a698b44a50359,Made Coin In China,MCIC,4,19,2,
0x7a9b766a00df1499f9f4d2dbb7a077ae2858624e,UniCrapToken.xyz,UNICRAP,4,9,2,
0x7b3f7bd5921e6cb62fd871732882bf6659bacd7c,Zoom Protocol,ZOM,4,15,2,
0x7bb5f45d7727d1df5b7e6e298e8bf7290e688388,LUKSO,LYXE,4,9,2,
0x7c1238d4b630c167b8696921a9364ef744f5cb37,YBREE,YBREE,4,18,2,
0x7c515302aab47d0783ae217829dc6427c72bccba,å¢å¸ƒ,RUB,4,6,2,
0x7dd178ef8bc0ef078eddbe6f6e31b13973d7e1dd,ELasticCurveDAO,eCRV,4,15,2,
0x7e7d79ebd171b81182c4981039eff868aa2672f1,PUMPANOMICS @ pumpanomics.wixsite.com/index,PUMP,4,9,2,
0x809c5a02b4170515e0eae5f836c7fe8552e33b2b,MEOW PURRFECT FINANCE,MEOW,4,23,2,
0x81c0edfa7aabb17e4bb0cfb956116191c5b7543f,BERRY.FINANCE,BERRY,4,14,2,
0x844ae589f33aabb0ab67014cdd9b4be653c0f77f,XGGQ.finance,XGGQ,4,7,1,
0x85c09567bef085aef9cb29c48cfe4305772bca7a,Lora Protocol,LRP,4,14,2,
0x85faa805ed2dc88586df6148a5ee7e29a4c5450c,NextFlashNetwork,NFN,4,13,2,
0x87ae722214d91cfe3469fec5b854416ccc5c13dd,Lemurcoin,LCO,4,8,2,
